topic_id;topic_title;url
0;Общий поток;http://government.ru/docs/all/153886/
0;Общий поток;http://url9698.timepad.ru/ls/click?upn=u001.ZJaYUOG3IbSs3-2Fx8kGeAZy4DlRZqjvBt2LWN8siYRNHCWHS-2F0BDTtIV0-2BnTa-2BBEWVAHlWW53HRtK-2F0urMgsQMJJx8X-2FORmhybCLg3LrImP-2FB7yWFEH-2Bl6ZyObfJ7pEbqpcahT-2F2VGt0i-2FKTRvRQpNBNjTpkhrLWxQFKY0k1a25g-3DCWd-_km6Nmxna7uIXUAozN6-2F62uZj-2FupiCNApVNcUbLNG-2BFydEnRKzZyklpQZGfTRXWr3n-2BRBeC-2Bt-2FcoRYovA8h7p7ow78BbouSFPpHckd0D1MMNCDBDvMGCWW-2BIc-2FvAxo-2B1eagE0g-2BzZUFpRHjSFSZ5jQbxMZGP4kuSBPPduniJYKJ7e-2BRBa-2F0XHiqwWG25-2Fq6ScPea-2B9sJ2BPkhUFjuIcqrVYMHUMkc2NkELR-2BEByNiUbe8zVVKSWIh5Cop0Gv6liqd82XlTH12PIHodmm9qfW54g-3D-3D
0;Общий поток;http://www.neboleem.net/kak-kompleks-sibhr-podderzhivaet-nashe-zdorove.php
0;Общий поток;http://www.rusmedserv.com/news/t8_mit_up.html
0;Общий поток;https://agefactor.com.ua/metabolit-iz-plodov-granata-urolitin-a-ua-zamedlyaet-starenie-mitoxondrij-klinicheskoe-issledovanie/
0;Общий поток;https://apps.apple.com/ru/app/deepseek-%D0%B8%D0%B8-%D0%B0%D1%81%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%82/id6737597349
0;Общий поток;https://calorizator.ru/article/health/exo
0;Общий поток;https://calorizator.ru/article/health/metabiotics
0;Общий поток;https://chat.qwenlm.ai/
0;Общий поток;https://clck.ru/34x8aY
0;Общий поток;https://clck.ru/37awGF.
0;Общий поток;https://clck.ru/3MSDSc
0;Общий поток;https://clck.ru/3MSDTo
0;Общий поток;https://clck.ru/3MSDXu
0;Общий поток;https://clck.ru/3NjLdL
0;Общий поток;https://code-qr.ru/?ysclid=lfma5o661i365556933
0;Общий поток;https://disk.yandex.ru/d/KpUV7IjqII8KFw/VILAVI%20-%20%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%9B%D0%B0%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B8%CC%86%20(%D0%A2%D0%B0%D0%B8%CC%86%D0%B3%D0%B0).mov
0;Общий поток;https://disk.yandex.ru/d/byuTGoYBS8rmBg
0;Общий поток;https://docs.google.com/document/d/12Ow-Fx0xB3BPoBqpumYFFiyEJjySU8rjn4NDcJ6haRs/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1BdMFnjGWb-Zx90fIg_Acu7Ho-t-N50HERibZvgFDHG4/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1NHbdMakVBb1HsQTSNwMYxj6aUE35MAcV7QDx9pFCmak/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1PI2ig7nhXyJiFb0kXHRHsGtscdmx_JmQvGCrZZer9lg/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1ST8QzHkMgcyXbWibO18JLIiWUoFMNbs-yy24-B53wJk/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1a0UrY1cpc6zUa6qppd9v_tWL8QdQiYSaXw5vy1Z54BU/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1c33sNePz3LmfR1c4nwsEdJMnFMC_0yy35geKYD_dG54/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1cc2i-z-UIWSqDJDDWPSTau7JxgDVGyqESUm3DnDPvNw/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1hMSBK4oCity4nMQ6rmYeByguOZKnoKf-D4iTHKF72R0/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1jbpZpe2PMofUnE56LbRMdJAnuOiYzr5EcRtJ61xiV0E/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1js9nUsfZginSHkefZvy-i8wWlFUTi0v9hKSaEInnqy0/edit?usp=sharing
0;Общий поток;https://docs.google.com/document/d/1mX6Fd8i2tgGkQl9QmAkTTqxk7kNP15drBBmXQExBgKo/edit?tab=t.0#heading=h.9inci4qrlxhh
0;Общий поток;https://drive.google.com/drive/folders/1PYSGigoQnGs_t7YMRQHq7Rs_ZFfR9VHS?usp=sharing
0;Общий поток;https://drive.google.com/drive/folders/1hszAkqD35yDzm2ZmI7E72b0xHCxqgjE3?usp=sharing
0;Общий поток;https://drive.google.com/file/d/17Xc29AvEBc2pcAehwenG85cRLP_5gwmA/view
0;Общий поток;https://drive.google.com/file/d/1HuZkETN1ri6DhJp-npCGozaNwch522vJ/view
